"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0V680","2019-07-11 20:00:00","40.000","130.000","1.200","26.200","0.890","1006.700","-99.000","68.500","-99.000","-99.000","-99.000","30.200","","24.400",""
"C0F9U0","2019-07-11 20:00:00","74.000","121.000","1.600","29.800","0.750","1001.600","-99.000","6.500","-99.000","-99.000","-99.000","31.800","","26.400",""
"C0AI10","2019-07-11 20:00:00","76.000","0.000","0.000","26.800","0.930","1001.800","-99.000","0.000","-99.000","-99.000","-99.000","34.100","","25.600",""
"C0V530","2019-07-11 20:00:00","34.000","170.000","1.400","26.400","1.000","1006.500","-99.000","37.000","-99.000","-99.000","-99.000","30.100","","24.100",""
"C0R550","2019-07-11 20:00:00","38.000","225.000","1.700","25.900","1.000","1007.600","-99.000","50.000","-99.000","-99.000","-99.000","30.600","","25.200",""
"C0F9L0","2019-07-11 20:00:00","253.000","175.000","1.100","28.200","0.830","981.700","-99.000","6.500","-99.000","-99.000","-99.000","31.600","","25.700",""
"C0A950","2019-07-11 20:00:00","60.000","157.000","1.200","27.500","0.840","1004.500","-99.000","26.500","-99.000","-99.000","-99.000","30.900","","23.900",""
"C0R160","2019-07-11 20:00:00","45.000","201.000","2.400","25.700","0.990","1005.500","-99.000","91.000","-99.000","-99.000","-99.000","29.700","","23.400",""
"C0F9S0","2019-07-11 20:00:00","43.000","153.000","1.200","29.600","0.740","1005.400","-99.000","3.500","-99.000","-99.000","-99.000","31.300","","26.500",""
"C0M820","2019-07-11 20:00:00","980.000","120.000","0.500","21.100","0.920","905.500","-99.000","3.000","-99.000","-99.000","-99.000","28.400","","18.900",""
"C0G870","2019-07-11 20:00:00","12.000","186.000","1.300","27.400","0.880","1009.400","-99.000","8.000","-99.000","-99.000","-99.000","33.100","","26.000",""
"C0R530","2019-07-11 20:00:00","16.000","130.000","1.700","25.700","0.990","1009.100","-99.000","39.000","-99.000","-99.000","-99.000","29.800","","24.400",""
"C0O840","2019-07-11 20:00:00","134.000","175.000","2.100","27.000","1.000","-99.000","-99.000","8.000","-99.000","-99.000","-99.000","30.400","","24.500",""
"C0A890","2019-07-11 20:00:00","40.000","0.000","0.000","25.600","1.000","1005.200","-99.000","70.000","-99.000","-99.000","-99.000","34.500","","24.800",""
"C0A890","2019-07-11 21:00:00","40.000","0.000","0.000","25.200","1.000","1005.000","-99.000","70.000","-99.000","-99.000","-99.000","34.500","","24.800",""
"C0A660","2019-07-11 21:00:00","97.000","110.000","0.400","26.000","1.000","999.000","-99.000","30.500","-99.000","-99.000","-99.000","33.100","","25.200",""
"C0T9H0","2019-07-11 21:00:00","725.000","345.000","2.500","22.600","0.990","932.400","-99.000","4.000","-99.000","-99.000","-99.000","34.000","","22.600",""
"C0R270","2019-07-11 21:00:00","51.000","145.000","1.600","24.400","1.000","1004.700","-99.000","34.500","-99.000","-99.000","-99.000","29.300","","24.200",""
"C0O980","2019-07-11 21:00:00","18.000","153.000","0.600","26.200","0.960","1010.100","-99.000","12.000","-99.000","-99.000","-99.000","31.700","","24.500",""
"C0T9I0","2019-07-11 21:00:00","152.000","210.000","0.400","25.700","0.890","994.600","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","24.600",""
"C0V760","2019-07-11 21:00:00","30.000","140.000","1.400","26.500","0.930","1008.600","-99.000","80.500","-99.000","-99.000","-99.000","30.200","","24.700",""
"C0AG90","2019-07-11 21:00:00","25.000","117.000","1.600","29.100","0.780","1008.300","-99.000","2.500","-99.000","-99.000","-99.000","34.600","","28.500",""
"C0R570","2019-07-11 21:00:00","37.000","42.000","0.300","25.800","0.930","1006.100","-99.000","93.000","-99.000","-99.000","-99.000","30.000","","24.000",""
"C0O900","2019-07-11 21:00:00","9.000","177.000","3.200","26.800","0.990","1010.400","-99.000","9.500","-99.000","-99.000","-99.000","31.400","","25.100",""
"C0AD00","2019-07-11 21:00:00","86.000","206.000","0.900","27.800","0.980","1001.000","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","27.300",""
"C0V700","2019-07-11 21:00:00","24.000","103.000","1.700","27.200","0.860","1008.000","-99.000","40.500","-99.000","-99.000","-99.000","30.700","","24.600",""
"C0AH00","2019-07-11 21:00:00","38.000","344.000","0.900","27.900","0.930","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","27.300",""
"C0X080","2019-07-11 21:00:00","2.000","184.000","3.100","27.000","0.950","1010.800","-99.000","15.000","-99.000","-99.000","-99.000","31.700","","24.800",""
"CM0150","2019-07-11 21:00:00","11.000","296.000","0.500","27.600","0.800","1009.600","-99.000","0.500","-99.000","-99.000","-99.000","32.400","","26.000",""
"C0I480","2019-07-11 21:00:00","2165.000","0.000","0.000","14.200","0.990","791.000","-99.000","5.000","-99.000","-99.000","-99.000","18.700","","13.600",""
"C0A860","2019-07-11 21:00:00","362.000","0.000","0.000","24.100","0.970","970.300","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","24.100",""
"C0U940","2019-07-11 21:00:00","25.000","261.000","1.300","26.600","0.950","1009.000","-99.000","5.000","-99.000","-99.000","-99.000","34.800","","25.900",""
"C0S970","2019-07-11 21:00:00","19.000","299.000","2.500","25.700","0.800","1008.300","-99.000","13.000","-99.000","-99.000","-99.000","32.700","","24.800",""
"C0V260","2019-07-11 21:00:00","126.000","54.000","1.500","26.600","0.890","997.600","-99.000","24.500","-99.000","-99.000","-99.000","31.100","","24.600",""
"C0H990","2019-07-11 21:00:00","3076.000","238.000","4.100","9.600","0.960","709.300","-99.000","3.500","-99.000","-99.000","-99.000","11.900","","8.200",""
"C0F9K0","2019-07-11 21:00:00","30.000","182.000","2.100","28.400","0.770","1005.100","-99.000","2.000","-99.000","-99.000","-99.000","32.500","","27.200",""
"C0AH90","2019-07-11 21:00:00","660.000","0.000","0.000","22.200","0.990","941.000","-99.000","34.000","-99.000","-99.000","-99.000","31.000","","21.700",""
"C0W150","2019-07-11 21:00:00","42.000","194.000","2.400","27.200","0.930","1006.000","-99.000","1.000","-99.000","-99.000","-99.000","31.200","","26.100",""
"C0F000","2019-07-11 21:00:00","273.000","0.000","0.200","26.100","1.000","978.600","-99.000","0.500","-99.000","-99.000","-99.000","30.100","","24.000",""
"C0K410","2019-07-11 21:00:00","20.000","203.000","2.300","27.000","0.900","1007.500","-99.000","6.500","-99.000","-99.000","-99.000","31.100","","25.000",""
"C0R140","2019-07-11 21:00:00","740.000","0.000","0.100","21.800","0.960","933.500","-99.000","59.000","-99.000","-99.000","-99.000","24.000","","20.900",""
"C0V800","2019-07-11 21:00:00","256.000","315.000","1.100","25.000","0.960","981.300","-99.000","29.000","-99.000","-99.000","-99.000","29.700","","23.700",""
"C0S830","2019-07-11 21:00:00","288.000","58.000","1.100","25.700","0.950","979.700","-99.000","0.000","-99.000","-99.000","-99.000","35.300","","25.700",""
"C0S920","2019-07-11 21:00:00","98.000","263.000","0.900","26.100","0.850","995.100","-99.000","2.000","-99.000","-99.000","-99.000","31.600","","24.800",""
"C0V640","2019-07-11 21:00:00","35.000","163.000","1.700","27.700","0.850","1007.300","-99.000","17.000","-99.000","-99.000","-99.000","31.000","","25.200",""
"C0AH80","2019-07-11 21:00:00","68.000","28.000","1.300","26.800","0.880","1002.400","-99.000","0.500","-99.000","-99.000","-99.000","33.700","","25.400",""
"C0K250","2019-07-11 21:00:00","12.000","203.000","1.100","25.900","0.950","1009.100","-99.000","3.500","-99.000","-99.000","-99.000","32.200","","25.200",""
"C0I410","2019-07-11 21:00:00","180.000","7.000","1.100","27.100","0.850","989.900","-99.000","0.500","-99.000","-99.000","-99.000","32.400","","24.500",""
"C0M410","2019-07-11 21:00:00","245.000","2.000","0.800","24.100","1.000","980.200","-99.000","3.500","-99.000","-99.000","-99.000","30.700","","22.900",""
"C0F9Z0","2019-07-11 21:00:00","3193.000","173.000","2.000","9.600","0.900","699.400","-99.000","2.000","-99.000","-99.000","-99.000","15.100","","8.900",""
"C0G810","2019-07-11 21:00:00","26.000","121.000","0.800","27.800","-99.000","1005.200","-99.000","2.000","-99.000","-99.000","-99.000","32.000","","25.800",""
"C0U650","2019-07-11 21:00:00","442.000","259.000","1.200","24.200","0.890","962.600","-99.000","23.000","-99.000","-99.000","-99.000","33.000","","23.300",""
"C0D660","2019-07-11 21:00:00","65.000","237.000","0.800","29.200","0.720","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","27.000",""
"C0E540","2019-07-11 21:00:00","32.000","226.000","1.700","27.700","0.830","1006.200","-99.000","6.000","-99.000","-99.000","-99.000","33.800","","25.300",""
"C0W170","2019-07-11 21:00:00","42.000","184.000","1.900","25.600","0.940","1003.900","-99.000","7.500","-99.000","-99.000","-99.000","26.900","","22.900",""
"C0Z150","2019-07-11 21:00:00","27.000","298.000","1.200","27.400","0.900","1008.500","-99.000","3.000","-99.000","-99.000","-99.000","31.700","","26.100",""
"C0S840","2019-07-11 21:00:00","22.000","262.000","1.400","24.300","0.950","1010.000","-99.000","17.500","-99.000","-99.000","-99.000","31.800","","24.300",""
"C0H9A0","2019-07-11 21:00:00","1595.000","270.000","1.000","17.800","0.990","847.100","-99.000","1.500","-99.000","-99.000","-99.000","24.300","","16.800",""
"C0Z300","2019-07-11 21:00:00","182.000","0.000","0.000","27.600","0.900","991.500","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","25.500",""
"C0G730","2019-07-11 21:00:00","27.000","194.000","1.500","27.700","0.920","1008.000","-99.000","2.500","-99.000","-99.000","-99.000","31.400","","25.500",""
"C0SA00","2019-07-11 21:00:00","466.000","315.000","1.700","22.100","0.980","959.000","-99.000","16.000","-99.000","-99.000","-99.000","29.400","","22.000",""
"C0S900","2019-07-11 21:00:00","27.000","212.000","3.900","29.000","0.760","1009.600","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","27.400",""
"C0C480","2019-07-11 21:00:00","105.000","0.000","0.000","29.400","0.740","998.300","-99.000","0.000","-99.000","-99.000","-99.000","33.900","","28.000",""
"C0V720","2019-07-11 21:00:00","15.000","172.000","0.700","26.900","0.920","-99.000","-99.000","71.000","-99.000","-99.000","-99.000","29.900","","25.100",""
"C0UA60","2019-07-11 21:00:00","566.000","283.000","2.700","23.300","0.960","948.900","-99.000","1.000","-99.000","-99.000","-99.000","31.900","","23.200",""
"C0A980","2019-07-11 21:00:00","11.000","0.000","0.000","28.800","0.780","1009.500","-99.000","0.500","-99.000","-99.000","-99.000","34.100","","28.000",""
"C0C670","2019-07-11 21:00:00","250.000","342.000","0.700","27.000","0.830","982.800","-99.000","0.000","-99.000","-99.000","-99.000","32.700","","25.800",""
"C0K550","2019-07-11 21:00:00","15.000","189.000","1.600","27.200","0.920","1009.300","-99.000","4.500","-99.000","-99.000","-99.000","32.000","","25.600",""
"C0R350","2019-07-11 21:00:00","35.000","313.000","0.900","24.900","-99.000","1007.000","-99.000","20.000","-99.000","-99.000","-99.000","30.800","","24.400",""
"C0T9F0","2019-07-11 21:00:00","251.000","0.000","0.200","25.200","0.950","983.500","-99.000","1.500","-99.000","-99.000","-99.000","32.800","","25.100",""
"C0D390","2019-07-11 21:00:00","146.000","0.000","0.000","26.700","0.880","992.400","-99.000","0.000","-99.000","-99.000","-99.000","34.600","","24.800",""
"C0E430","2019-07-11 21:00:00","258.000","187.000","1.000","25.800","0.860","984.700","-99.000","0.000","-99.000","-99.000","-99.000","34.000","","24.100",""
"C0O990","2019-07-11 21:00:00","18.000","151.000","1.500","26.000","0.990","1008.800","-99.000","25.000","-99.000","-99.000","-99.000","30.200","","24.300",""
"CM0010","2019-07-11 21:00:00","68.000","132.000","0.500","27.500","-99.000","1003.300","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","26.800",""
"C0K500","2019-07-11 21:00:00","12.000","238.000","1.200","27.100","0.910","1008.100","-99.000","3.000","-99.000","-99.000","-99.000","30.900","","25.500",""
"C0X260","2019-07-11 21:00:00","39.000","215.000","3.300","27.400","0.890","1006.900","-99.000","3.500","-99.000","-99.000","-99.000","32.000","","25.700",""
"C0ACA0","2019-07-11 21:00:00","25.000","80.000","1.600","29.200","0.770","1006.400","-99.000","3.500","-99.000","-99.000","-99.000","32.600","","27.200",""
"C0X180","2019-07-11 21:00:00","62.000","173.000","1.600","26.600","0.990","1003.600","-99.000","13.500","-99.000","-99.000","-99.000","30.000","","24.700",""
"C0F930","2019-07-11 21:00:00","100.000","0.000","0.000","29.100","0.920","999.000","-99.000","3.500","-99.000","-99.000","-99.000","34.100","","27.600",""
"C0I010","2019-07-11 21:00:00","1562.000","106.000","1.400","18.000","0.910","849.700","-99.000","4.500","-99.000","-99.000","-99.000","24.500","","17.800",""
"C0R190","2019-07-11 21:00:00","32.000","25.000","0.800","25.400","0.990","1007.200","-99.000","127.000","-99.000","-99.000","-99.000","29.800","","24.500",""
"C0E420","2019-07-11 21:00:00","19.000","200.000","0.400","28.600","0.760","1005.800","-99.000","2.000","-99.000","-99.000","-99.000","34.600","","26.700",""
"C0W160","2019-07-11 21:00:00","49.000","224.000","6.200","26.200","0.940","1000.900","-99.000","1.500","-99.000","-99.000","-99.000","27.400","","24.200",""
"C0I460","2019-07-11 21:00:00","110.000","107.000","0.700","28.500","0.830","998.300","-99.000","3.000","-99.000","-99.000","-99.000","32.400","","25.900",""
"C0A9F0","2019-07-11 21:00:00","35.000","93.000","1.200","28.500","0.950","1007.000","-99.000","1.500","-99.000","-99.000","-99.000","34.100","","28.400",""
"C0F9A0","2019-07-11 21:00:00","425.000","0.000","0.200","25.100","0.910","962.900","-99.000","11.000","-99.000","-99.000","-99.000","30.400","","23.900",""
"C0O950","2019-07-11 21:00:00","4.000","113.000","0.300","27.600","0.910","1009.800","-99.000","17.000","-99.000","-99.000","-99.000","31.500","","25.300",""
"C0M760","2019-07-11 21:00:00","40.000","208.000","0.900","27.800","0.900","1006.300","-99.000","6.000","-99.000","-99.000","-99.000","32.500","","25.800",""
"C0AH70","2019-07-11 21:00:00","34.000","83.000","1.300","29.200","0.700","1007.000","-99.000","1.000","-99.000","-99.000","-99.000","34.000","","28.800",""
"C0V250","2019-07-11 21:00:00","298.000","144.000","0.300","24.100","0.990","978.900","-99.000","23.500","-99.000","-99.000","-99.000","29.500","","23.100",""
"C0U980","2019-07-11 21:00:00","573.000","190.000","1.700","23.000","0.980","948.600","-99.000","26.000","-99.000","-99.000","-99.000","31.300","","22.700",""
"C0S740","2019-07-11 21:00:00","289.000","47.000","1.500","26.700","0.840","979.000","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","24.500",""
"C0A940","2019-07-11 21:00:00","49.000","0.000","0.200","26.300","0.980","1005.600","-99.000","1.500","-99.000","-99.000","-99.000","32.000","","26.300",""
"C0A920","2019-07-11 21:00:00","196.000","198.000","1.500","25.900","0.960","988.400","-99.000","4.500","-99.000","-99.000","-99.000","31.800","","25.500",""
"C0T870","2019-07-11 21:00:00","135.000","0.000","0.100","24.600","0.970","995.600","-99.000","9.000","-99.000","-99.000","-99.000","33.200","","23.500",""
"C0O930","2019-07-11 21:00:00","69.000","190.000","0.300","26.100","0.980","1003.600","-99.000","13.000","-99.000","-99.000","-99.000","31.100","","24.300",""
"C0C460","2019-07-11 21:00:00","482.000","0.000","0.000","24.200","0.920","957.900","-99.000","3.500","-99.000","-99.000","-99.000","29.300","","22.400",""
"C0E520","2019-07-11 21:00:00","320.000","124.000","0.600","25.100","0.910","975.200","-99.000","3.000","-99.000","-99.000","-99.000","32.300","","23.400",""
"C0T9D0","2019-07-11 21:00:00","7.000","0.000","0.100","25.300","0.990","1010.500","-99.000","16.500","-99.000","-99.000","-99.000","34.900","","25.100",""
"C0I390","2019-07-11 21:00:00","1184.000","80.000","1.000","20.900","0.910","886.700","-99.000","5.500","-99.000","-99.000","-99.000","27.400","","18.400",""
"C0B020","2019-07-11 21:00:00","86.000","87.000","3.200","27.100","0.990","999.200","-99.000","5.500","-99.000","-99.000","-99.000","31.400","","25.800",""
"CM0170","2019-07-11 21:00:00","106.000","104.000","1.300","27.400","0.820","999.300","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","23.800",""
"C0F860","2019-07-11 21:00:00","2215.000","208.000","0.600","15.600","1.000","783.800","-99.000","7.500","-99.000","-99.000","-99.000","20.000","","14.800",""
"C0U890","2019-07-11 21:00:00","116.000","245.000","1.000","26.500","0.990","999.100","-99.000","16.000","-99.000","-99.000","-99.000","33.100","","25.800",""
"C0G800","2019-07-11 21:00:00","15.000","203.000","1.100","27.900","0.840","1008.200","-99.000","3.000","-99.000","-99.000","-99.000","32.000","","26.000",""
"C0F850","2019-07-11 21:00:00","379.000","172.000","1.200","25.400","0.820","967.600","-99.000","9.000","-99.000","-99.000","-99.000","29.900","","24.100",""
"C0AH50","2019-07-11 21:00:00","275.000","105.000","0.400","27.700","0.990","979.700","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","26.800",""
"C0Z160","2019-07-11 21:00:00","124.000","53.000","0.300","26.400","0.890","997.900","-99.000","6.000","-99.000","-99.000","-99.000","33.800","","18.900",""
"C0R540","2019-07-11 21:00:00","17.000","146.000","1.300","26.600","0.910","1009.700","-99.000","47.500","-99.000","-99.000","-99.000","30.600","","25.600",""
"C0K480","2019-07-11 21:00:00","56.000","162.000","1.100","28.400","0.800","1004.000","-99.000","5.000","-99.000","-99.000","-99.000","32.200","","25.300",""
"C0H890","2019-07-11 21:00:00","440.000","255.000","0.600","24.400","0.960","961.400","-99.000","18.500","-99.000","-99.000","-99.000","31.000","","22.600",""
"C0S770","2019-07-11 21:00:00","375.000","280.000","0.500","22.100","0.970","969.100","-99.000","5.500","-99.000","-99.000","-99.000","30.700","","22.100",""
"C0X230","2019-07-11 21:00:00","29.000","172.000","3.100","27.000","0.900","1009.200","-99.000","6.500","-99.000","-99.000","-99.000","30.900","","25.200",""
"C0B010","2019-07-11 21:00:00","38.000","0.000","0.100","27.700","0.880","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","33.900","","27.000",""
"C0R490","2019-07-11 21:00:00","49.000","0.000","0.000","25.900","0.960","1005.600","-99.000","96.500","-99.000","-99.000","-99.000","29.600","","23.800",""
"C0V440","2019-07-11 21:00:00","27.000","122.000","0.800","24.900","0.930","1007.900","-99.000","77.500","-99.000","-99.000","-99.000","29.900","","24.000",""
"C0SA40","2019-07-11 21:00:00","200.000","285.000","0.400","28.000","0.780","988.500","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","24.700",""
"C0Z280","2019-07-11 21:00:00","224.000","0.000","0.100","25.700","0.890","986.300","-99.000","0.000","-99.000","-99.000","-99.000","33.700","","24.600",""
"C0Z070","2019-07-11 21:00:00","247.000","338.000","2.500","25.500","0.950","983.000","-99.000","0.000","-99.000","-99.000","-99.000","34.100","","24.700",""
"C0T9N0","2019-07-11 21:00:00","261.000","345.000","0.700","27.300","0.820","981.600","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","24.800",""
"C0K470","2019-07-11 21:00:00","97.000","105.000","0.600","25.900","0.960","999.500","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","24.100",""
"C0V650","2019-07-11 21:00:00","28.000","134.000","2.100","26.400","0.930","1009.900","-99.000","33.500","-99.000","-99.000","-99.000","29.500","","24.600",""
"C0H9C0","2019-07-11 21:00:00","3402.000","223.000","0.600","8.800","1.000","680.000","-99.000","4.000","-99.000","-99.000","-99.000","10.400","","7.600",""
"C0U780","2019-07-11 21:00:00","15.000","255.000","1.000","27.700","0.840","1009.500","-99.000","1.000","-99.000","-99.000","-99.000","32.500","","26.400",""
"C0U760","2019-07-11 21:00:00","22.000","0.000","0.000","25.400","0.990","1009.500","-99.000","62.000","-99.000","-99.000","-99.000","33.400","","25.000",""
"C0X290","2019-07-11 21:00:00","10.000","190.000","5.000","27.500","0.920","1010.000","-99.000","22.000","-99.000","-99.000","-99.000","31.400","","24.700",""
"C0R420","2019-07-11 21:00:00","504.000","64.000","1.100","21.800","-99.000","950.700","-99.000","50.500","-99.000","-99.000","-99.000","25.400","","21.100",""
"C0E830","2019-07-11 21:00:00","37.000","189.000","2.500","29.300","0.740","1005.100","-99.000","9.000","-99.000","-99.000","-99.000","33.100","","25.900",""
"C0K330","2019-07-11 21:00:00","38.000","226.000","0.800","27.800","0.840","1005.900","-99.000","8.500","-99.000","-99.000","-99.000","31.700","","24.800",""
"C0M660","2019-07-11 21:00:00","40.000","212.000","2.400","27.600","0.890","1006.500","-99.000","19.000","-99.000","-99.000","-99.000","31.100","","24.400",""
"C0D580","2019-07-11 21:00:00","120.000","0.000","0.000","25.800","0.920","996.300","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","24.300",""
"C0R640","2019-07-11 21:00:00","21.000","141.000","2.000","26.900","0.890","1010.000","-99.000","69.500","-99.000","-99.000","-99.000","29.100","","25.100",""
"C0E810","2019-07-11 21:00:00","53.000","193.000","1.000","27.000","0.880","1004.400","-99.000","6.500","-99.000","-99.000","-99.000","33.400","","25.400",""
"C0G830","2019-07-11 21:00:00","27.000","185.000","1.800","27.900","0.960","1005.900","-99.000","3.500","-99.000","-99.000","-99.000","31.000","","25.800",""
"C0A550","2019-07-11 21:00:00","422.000","0.000","0.000","22.900","1.000","964.700","-99.000","90.500","-99.000","-99.000","-99.000","31.000","","22.600",""
"C0G750","2019-07-11 21:00:00","31.000","186.000","0.900","27.300","0.860","1007.700","-99.000","3.500","-99.000","-99.000","-99.000","31.700","","25.600",""
"C0Z270","2019-07-11 21:00:00","343.000","7.000","0.700","25.000","0.950","973.200","-99.000","1.000","-99.000","-99.000","-99.000","30.800","","25.000",""
"C0UA30","2019-07-11 21:00:00","1397.000","246.000","0.800","19.400","0.990","862.600","-99.000","0.000","-99.000","-99.000","-99.000","23.500","","18.600",""
"C0I080","2019-07-11 21:00:00","536.000","0.000","0.000","23.900","0.930","954.600","-99.000","1.000","-99.000","-99.000","-99.000","32.000","","22.100",""
"C0UA00","2019-07-11 21:00:00","392.000","242.000","0.300","24.800","0.990","969.100","-99.000","4.000","-99.000","-99.000","-99.000","35.300","","24.000",""
"C0AD40","2019-07-11 21:00:00","32.000","48.000","1.100","28.500","0.790","1006.400","-99.000","0.000","-99.000","-99.000","-99.000","33.700","","26.500",""
"C0S660","2019-07-11 21:00:00","794.000","176.000","1.300","23.200","0.900","925.300","-99.000","1.000","-99.000","-99.000","-99.000","28.300","","21.100",""
"C0M640","2019-07-11 21:00:00","155.000","293.000","0.900","26.300","0.990","993.100","-99.000","1.000","-99.000","-99.000","-99.000","31.700","","25.800",""
"C0UA10","2019-07-11 21:00:00","1711.000","0.000","0.000","18.300","1.000","834.000","-99.000","13.000","-99.000","-99.000","-99.000","23.400","","16.100",""
"C0V770","2019-07-11 21:00:00","26.000","148.000","1.700","25.900","0.990","1008.400","-99.000","52.000","-99.000","-99.000","-99.000","29.700","","24.300",""
"C0E730","2019-07-11 21:00:00","26.000","183.000","0.300","29.400","0.710","1005.700","-99.000","1.500","-99.000","-99.000","-99.000","35.200","","26.800",""
"C0V810","2019-07-11 21:00:00","32.000","151.000","2.000","26.900","0.890","1006.600","-99.000","76.500","-99.000","-99.000","-99.000","29.900","","24.100",""
"C0A9C0","2019-07-11 21:00:00","35.000","52.000","0.400","27.700","0.830","1006.800","-99.000","5.000","-99.000","-99.000","-99.000","33.100","","27.600",""
"C0X310","2019-07-11 21:00:00","9.000","175.000","3.800","27.600","0.890","1010.700","-99.000","23.500","-99.000","-99.000","-99.000","30.500","","24.600",""
"C0K280","2019-07-11 21:00:00","23.000","202.000","1.400","26.900","0.930","1010.100","-99.000","1.000","-99.000","-99.000","-99.000","31.700","","25.900",""
"C0M650","2019-07-11 21:00:00","20.000","184.000","3.400","26.900","0.900","1009.000","-99.000","16.500","-99.000","-99.000","-99.000","30.900","","25.000",""
"C0S910","2019-07-11 21:00:00","212.000","232.000","3.800","26.500","0.900","988.300","-99.000","0.000","9.600","308.000","","29.500","","25.200",""
"C0D570","2019-07-11 21:00:00","15.000","177.000","0.300","27.900","0.830","1008.300","-99.000","0.000","-99.000","-99.000","-99.000","34.500","","26.800",""
"C0M710","2019-07-11 21:00:00","15.000","172.000","2.600","28.000","0.890","1009.200","-99.000","2.500","-99.000","-99.000","-99.000","31.500","","26.100",""
"C0V490","2019-07-11 21:00:00","20.000","104.000","1.000","26.900","0.990","-99.000","-99.000","43.000","-99.000","-99.000","-99.000","30.200","","24.900",""
"C0E870","2019-07-11 21:00:00","34.000","241.000","2.400","29.400","0.690","1007.200","-99.000","5.000","-99.000","-99.000","-99.000","33.500","","26.400",""
"C0M800","2019-07-11 21:00:00","440.000","58.000","1.100","23.800","1.000","963.100","-99.000","6.000","-99.000","-99.000","-99.000","27.900","","22.300",""
"C0A570","2019-07-11 21:00:00","360.000","80.000","0.900","23.900","1.000","971.400","-99.000","1.000","-99.000","-99.000","-99.000","31.100","","23.400",""
"C0S790","2019-07-11 21:00:00","236.000","282.000","1.600","25.800","0.790","985.700","-99.000","3.000","-99.000","-99.000","-99.000","33.100","","23.600",""
"C0D590","2019-07-11 21:00:00","143.000","192.000","0.700","27.400","0.890","995.100","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","26.700",""
"C0U990","2019-07-11 21:00:00","31.000","269.000","0.900","26.500","0.910","1008.500","-99.000","6.500","-99.000","-99.000","-99.000","33.500","","26.000",""
"C0M700","2019-07-11 21:00:00","150.000","82.000","1.400","25.800","0.890","994.400","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","24.600",""
"C0A970","2019-07-11 21:00:00","96.000","0.000","0.200","26.600","0.890","1000.800","-99.000","47.000","-99.000","-99.000","-99.000","34.400","","23.700",""
"CM0110","2019-07-11 21:00:00","7.000","206.000","0.500","28.200","0.780","1009.700","-99.000","7.500","-99.000","-99.000","-99.000","32.000","","26.200",""
"C0S940","2019-07-11 21:00:00","150.000","15.000","0.500","26.500","0.920","993.400","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","25.900",""
"C0X250","2019-07-11 21:00:00","33.000","202.000","1.100","27.500","0.970","1007.400","-99.000","4.000","-99.000","-99.000","-99.000","32.300","","25.700",""
"C0K520","2019-07-11 21:00:00","10.000","188.000","2.300","27.300","0.870","1008.400","-99.000","1.500","-99.000","-99.000","-99.000","29.900","","25.800",""
"C0Z200","2019-07-11 21:00:00","153.000","229.000","0.700","25.600","0.990","994.500","-99.000","19.000","-99.000","-99.000","-99.000","33.300","","24.900",""
"C0V740","2019-07-11 21:00:00","60.000","122.000","1.900","25.900","0.940","1005.500","-99.000","22.500","-99.000","-99.000","-99.000","30.300","","24.200",""
"C0V790","2019-07-11 21:00:00","410.000","32.000","2.400","24.300","0.980","965.500","-99.000","28.500","-99.000","-99.000","-99.000","27.700","","22.900",""
"C0G860","2019-07-11 21:00:00","45.000","116.000","0.700","28.700","0.760","1003.800","-99.000","7.500","-99.000","-99.000","-99.000","32.200","","25.900",""
"C0F0A0","2019-07-11 21:00:00","3587.000","-99.000","-99.000","8.300","0.810","667.100","-99.000","2.000","-99.000","-99.000","-99.000","13.200","","7.300",""
"C0Z250","2019-07-11 21:00:00","1124.000","305.000","1.500","21.000","0.990","890.500","-99.000","3.000","-99.000","-99.000","-99.000","29.300","","20.000",""
"C0K440","2019-07-11 21:00:00","35.000","179.000","1.700","27.400","0.890","1006.600","-99.000","6.000","-99.000","-99.000","-99.000","30.700","","25.400",""
"C0T900","2019-07-11 21:00:00","160.000","0.000","0.000","24.900","0.920","991.200","-99.000","12.000","-99.000","-99.000","-99.000","34.200","","24.900",""
"C0F9V0","2019-07-11 21:00:00","525.000","177.000","1.600","25.100","0.850","954.200","-99.000","12.500","-99.000","-99.000","-99.000","29.700","","23.800",""
